sex_orientation,race,edu,food_security,income_group,citizen_years,type,degree
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Something else,Asian,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Something else,Asian,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,White,Less than a high school diploma,Low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,Less than a high school diploma,Low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Very low food security,"$50,000 to $74,999",US Citizen,anxiety,Moderate
Straight,White,"Some college, no degree",Very low food security,"$50,000 to $74,999",US Citizen,depression,Mild
Bisexual,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,anxiety,Moderate
Bisexual,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,Black/African American,Associate degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,American Indian and Alaska Native,High school graduate,Low food security,"$35,000 to $49,999",US Citizen,anxiety,Moderate
Straight,American Indian and Alaska Native,High school graduate,Low food security,"$35,000 to $49,999",US Citizen,depression,Severe
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,American Indian and Alaska Native,Less than a high school diploma,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,White,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,American Indian and Alaska Native,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Moderate
Straight,White,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,American Indian and Alaska Native,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,American Indian and Alaska Native,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Gay/Lesbian,Hispanic,GED or equivalent,Food secure,"$0 to $34,999",US Citizen,anxiety,Moderate
Gay/Lesbian,Hispanic,GED or equivalent,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$75,000 to $99,999",US Citizen,anxiety,Mild
Straight,White,GED or equivalent,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,White,GED or equivalent,Very low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Low food security,"$0 to $34,999",US Citizen,depression,Mild
Bisexual,White,"Some college, no degree",Very low food security,"$0 to $34,999",US Citizen,anxiety,Moderate
Bisexual,White,"Some college, no degree",Very low food security,"$0 to $34,999",US Citizen,depression,Moderate
Bisexual,White,"Some college, no degree",Very low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Bisexual,White,"Some college, no degree",Very low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,Other single and multiple races,High school graduate,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Bisexual,White,Bachelor's degree,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,American Indian and Alaska Native,Associate degree,Very low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Moderate
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,GED or equivalent,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,Asian,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Asian,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Master's degree,Food secure,"$75,000 to $99,999",US Citizen,anxiety,Mild
Straight,Hispanic,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,Hispanic,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,depression,Moderate
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,Hispanic,Doctoral degree,Food secure,"$0 to $34,999","Non-US Citizen, Less than 1 year",depression,Mild
Straight,White,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,White,Master's degree,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,Hispanic,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,Hispanic,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,White,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,Black/African American,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,Hispanic,Less than a high school diploma,Low food security,"$0 to $34,999","Non-US Citizen, 5 to less than 10 years",anxiety,Mild
Straight,Hispanic,Less than a high school diploma,Low food security,"$0 to $34,999","Non-US Citizen, 5 to less than 10 years",depression,Mild
Straight,White,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Severe
Bisexual,White,Bachelor's degree,Food secure,"$0 to $34,999","Non-US Citizen, 15 years or more",anxiety,Mild
Bisexual,White,Bachelor's degree,Food secure,"$0 to $34,999","Non-US Citizen, 15 years or more",depression,Mild
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,depression,Moderate
Straight,White,GED or equivalent,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,GED or equivalent,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,GED or equivalent,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Associate degree,Low food security,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,Black/African American,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Black/African American,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,Doctoral degree,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,White,Less than a high school diploma,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Moderate
Straight,White,Less than a high school diploma,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,GED or equivalent,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Asian,"Some college, no degree",Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,Asian,"Some college, no degree",Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Moderate
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Moderate
Straight,Black/African American,GED or equivalent,Very low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Black/African American,GED or equivalent,Very low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,Black/African American,Bachelor's degree,Low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Doctoral degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,Black/African American,High school graduate,Low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$100,000 or greater",US Citizen,depression,Moderate
Straight,White,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,Black/African American,High school graduate,Low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,Black/African American,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,Black/African American,Never attended/kindergarten only,Food secure,"$0 to $34,999","Non-US Citizen, 1 to less than 5 years",depression,Severe
Straight,Black/African American,Bachelor's degree,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,White,Master's degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,White,Master's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,Hispanic,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,Hispanic,High school graduate,Very low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,Hispanic,Less than a high school diploma,Very low food security,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,Hispanic,Less than a high school diploma,Very low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,Hispanic,Less than a high school diploma,Very low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Hispanic,Less than a high school diploma,Very low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,White,GED or equivalent,Very low food security,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,White,GED or equivalent,Very low food security,"$0 to $34,999",US Citizen,depression,Severe
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,Black/African American,High school graduate,Very low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,Black/African American,"Some college, no degree",Food secure,"$35,000 to $49,999",US Citizen,anxiety,Moderate
Straight,Black/African American,"Some college, no degree",Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
